title,review,date,rating,sentiment,topic
I ordered 2 sets of Cushions,I ordered 2 sets of Cushions I ordered 2 sets of Cushions. Each set had 5 numbers of cushions.The delivery guy just delivered 1 set only. The stupid unfriendly app does not have any place to capture it. Inspite of putting it in product review and delivery review no one from the company is interested in resolving my concern. I rated 1 star because there is no scope to score less than that here.,2024-09-10 16:33:03+00:00,1.0,Negative,Delivery
Sometimes things are cheap,"Sometimes things are cheap Sometimes things are cheap, sometimes expensive, Courier attitude is average.",2024-09-10 16:39:40+00:00,4.0,Neutral,Pricing
This company may have quanity but notâ€¦,"This company may have quanity but notâ€¦ This company may have quanity but not quality and customer service is pathetic. Try to resolve an issue, canâ€™t gotta talk to the computer. This is not customer service, but hey Bezos enjoy that new Gulf Stream while your Customers goes elsewhere for there goods.",2024-09-10 19:09:53+00:00,1.0,Negative,Customer Service
I tried to get into my account and wasâ€¦,"I tried to get into my account and wasâ€¦ I tried to get into my account and was lock out I just open this account a week ago. I tried to use there OTP number 3 times and I was still lock out. Then called I the 800 number and still no help, I talk to someone who could NOT understand. I will eat the $20.00 for the tools I order but I will never use you guys never again. I hope this will help some one else !!!!!!!!!!!!",2024-09-10 19:37:33+00:00,1.0,Negative,Customer Service
Not much good,"Not much good Not much good , late delivery",2024-09-11 01:46:12+00:00,3.0,Negative,Delivery
Delivery sucks expecting my item nowâ€¦,Delivery sucks expecting my item nowâ€¦ Delivery sucks expecting my item now the order the 5 to arrive the 10 and now delay for the 13,2024-09-11 02:40:57+00:00,1.0,Negative,Delivery
Absolutely horrible service and qualityâ€¦,Absolutely horrible service and qualityâ€¦ Absolutely horrible service and quality of items. No regard for customer satisfaction of sense of responsibility for customer satisfaction. Does not want to give refund for faulty poor quality items and are the absolute worst at helping customers with issues. Bought a backpack that started breaking just less than a week after use and the refuse to grant me a refund. That's is so unacceptable and disgusting,2024-09-11 04:08:03+00:00,1.0,Negative,Customer Service
Horrible company now. I bought a RV exhaust fit coverâ€¦,Horrible company now. I bought a RV exhaust fit coverâ€¦ I bought a RV exhaust fit cover canceled it same day because it was the wrong one I've been told two times it's going to be there back in my account the $14.05 in 3 to 5 days called back after 3 to 5 days told the same thing now I called back I'm told that it was never charged even though I'm showing it right here on my bank account has charged and was told twice it was coming back..... Amazon just effectively stole my money! They've gone to trash company!,2024-09-11 04:16:40+00:00,1.0,Negative,Customer Service
Amazon silencing truthful reviews and warnings meant to protect others from a scam the vendor is running,"Amazon silencing truthful reviews and warnings meant to protect others from a scam the vendor is running As if Amazon couldn't get any worse. Here's the email I just sent them for removing all my always truthful reviews. All I can think is they are part of this scam the specific vendor is runningYou removed all my reviews because I warned people about a vendor and I have a letter from postmaster general and the fraudulent label to prove they committed mail fraud and also to get vengeance for leaving a truthful review about a shoddy product charged me and sent me the same product a week after I returned it. I've never given anything but accurate honest reviews and if you're going to start silencing customers I'm filing a complaint with BBB and letting everyone on social media know. Postmaster showed me the labels they use are created on Photoshop and then customer has to pay $12.43 for shipping cause the seller didn't pay the postage. The postmaster contacted the authorities because what the vendor is doing is a FEDERAL OFFENSE. NOT TO MENTION, I never ordered a 2nd pair and they not only charged me for them but then I had to pay postage. Same thing happened with 1st order. I returned those and only. Got back something like $12 which didn't even cover the postage. You need to stop silencing customers who have valid warnings and only. Post truthful reviews. I will not take the horrible way you've been treating me, freezing my account and now removed every review i ever posted plus I'll never be allowed to post a review again. I'm filing a complaint with BBB because your reasoning is unfounded and If I need to I will file a lawsuit for discrimination. You have a vendor scamming customers and rather than protect them you elect to allow it continue. Another way Amazon is proving they hold all the power and Americans are at the conglomerates mercy Will post a picture of the label when I get it from my mother's car tomorrow which proves this vendor is running a scam and Amazon is allowing it",2024-09-11 07:31:23+00:00,1.0,Negative,Customer Service
Yesterday I bought kids rubberband forâ€¦,Yesterday I bought kids rubberband forâ€¦ Yesterday I bought kids rubberband for 280 rs.The way the product is showed in the image was satisfactory for me.But today when I got delivered it was too small.Not happy with the product.Shining Diva fashion is the product name,2024-09-11 12:42:41+00:00,3.0,Negative,Product Quality
Get so fed up with Amazon,"Get so fed up with Amazon Get so fed up with Amazon. I pay annually for the 'privilege' of free next day delivery etc. Nine times out of 10 I get to checkout and find that the goods offered as next day delivery could actually be any number of days, even weeks away. Today I've been waiting for a small package which should be delivered by 10pm, it's now 9.20pm and tracking shows it's not even despatched! Amazon customer dis-service robot says it will be delivered today although they only have the same information that I have. Tomorrow I shall receive the usual ""it's been delayed"" email from Amazon and I will refuse to take delivery when it eventually arrives. There's no compensation for lost or delayed items, we pay for a poor, unwieldy service. Not good enough Amazon!",2024-09-11 13:16:42+00:00,1.0,Negative,Delivery
Absolutely useless,"Absolutely useless Absolutely useless. Wants credit card details for payment before anything happens, NO other payment options such as PayPal or any of the others we have here in Australia. Definitely avoid. Stick with Better online auction buying platforms.",2024-09-11 13:49:27+00:00,1.0,Negative,Website/App
